household_id,mae
22,8.587171799190525
42,29.00963423614121
56,10.04695511567107
58,8.908240169961447
64,0.35514845463875366
88,11.529479849430409
95,7.9416299978679925
163,4.7928143781647075
198,14.156299570085718
202,7.200929845259274
209,3.2310758997902735
218,9.68380825868808
223,9.397249427304708
228,6.696225606645761
245,1.6831562286144166
246,1.633501538485029
322,1.2340682084392116
325,6.23553898955106
342,1.2840346343171192
344,2.450679720227108
352,8.610028175620345
358,1.38573982692469
362,14.28007535428516
451,1.5214279127313215
471,1.245835311739803
474,6.555302793043348
500,8.758263816536989
518,5.322525918797191
519,7.670738368589607
545,7.086625717465065
559,0.5793499606384244
602,1.3666946845627113
604,8.137275956986334
611,5.305178413483084
618,11.770764614312679
635,5.626838712610783
654,10.556728133985189
664,5.8763553815401535
675,6.91740780780967
720,1.0548179072524628
728,5.624293961139774
774,9.618876739210165
804,1.0557598715182221
810,11.565566840230675
823,6.521044481877939
827,7.902443415984591
841,3.3325923751955506
860,4.7316613428776
871,21.177794156862007
873,4.756811783997382
885,1.2681959160000162
890,15.24940115584305
895,4.6319829792028395
896,2.4870223218772427
901,1.0455670539962192
903,6.908733868545783
965,4.225334449024004
989,7.744333920095029
992,0.9346076932631427
1001,17.30215497390255
1013,1.4540720736247381
1019,6.296406267917278
1029,7.283056419381634
1035,1.2868697493379446
1091,7.1232664349877135
1099,22.483653392078637
1109,1.2703418577205494
1118,0.6794229511523651
1124,7.810627757378693
1154,8.044081036004858
1169,0.2279171493639711
1180,4.902331319445012
1185,1.1216381303023104
1195,4.581396015919181
1199,0.5236530167523513
1216,6.959380902534255
1224,5.137642262494557
1236,8.167936926428883
1248,5.816352189125741
1258,9.839634371715675
1271,14.712629718671495
1383,5.777864557032406
1410,2.008215577825157
1420,5.426035324652647
1423,7.3002332260912155
1432,6.235984501195751
1441,1.9288085607158472
1451,6.919765138399129
1467,7.5101613057551
1501,2.0528095752146958
1507,5.856280325653596
1518,4.786789212364072
1526,5.649068116837398
1530,4.872821765947937
1531,1.3428700001006992
1548,2.586372768327687
1563,11.100327799100633
1566,19.332743332150244
1567,1.0749434472805595
1577,1.534031774934617
1580,3.8593885179299554
1596,14.880997997431466
1640,1.7597579422122323
1645,4.640666605091471
1648,4.89859667040785
1653,2.5515136298661263
1685,4.6757687491696105
1687,25.967803939379284
1691,16.759262922915095
1708,5.76374372422076
1710,8.559686745756007
1732,0.5764703868345892
1739,4.814043641575004
1745,0.9336184032215069
1768,7.917975122737264
1786,6.008122063283069
1788,1.3831091276193122
1803,6.774061064526094
1810,2.4846850030915615
1812,7.772079810103352
1820,31.38202641599179
1834,1.689594199139137
1841,5.945019871324239
1853,6.2073400674608585
1858,6.401257143593288
1861,6.616098105132635
1892,5.5727999097881025
1893,7.477149186483356
1906,13.582349015105743
1907,5.614653015732596
1910,11.636452983294982
1923,5.126375543118526
1957,19.467198454533055
1959,2.589212025306651
1979,6.9077853558794065
1981,6.616210326652488
1998,16.46427879820295
2002,6.100191381436177
2064,2.570734800743472
2102,1.5936104585353987
2111,1.1173477621965975
2115,7.424304668264057
2194,5.667296602994319
2219,0.9183998808590018
2220,17.155459756747945
2233,25.62574079280007
2246,7.81510460765635
2252,25.87192285362936
2313,19.712446734385956
2319,5.067410923848327
2341,5.370633989020666
2346,6.6193494829102475
2374,1.0142565781871584
2433,6.2631229365914445
2453,6.289895286045268
2466,5.335810489736809
2467,40.81377997259316
2495,14.38311074158875
2497,1.1947930265974893
2506,9.608100152905742
2516,6.375634913472281
2537,6.42413013037702
2550,0.9844421199663406
2551,6.548359835184493
2586,7.069678733397207
2596,6.597997329567976
2599,13.532357601183183
2609,6.050156936785506
2614,1.295489632201824
2615,0.7311188454498825
2621,7.880168647099788
2641,9.220135005293844
2678,1.796268244909797
2693,6.4291552949631825
2699,1.0268180853683773
2748,2.278404514468074
2751,13.539521989194412
2752,0.7919966739394372
2764,6.619449807243287
2792,5.9958758049287635
2846,0.9241460479392494
2850,4.093606385389898
2865,5.9472784083350705
2868,5.028807011013442
2874,1.1202985080094523
2935,10.643570874964334
2938,0.5177011965845347
2944,8.568643633922413
2947,20.894296434101857
2960,8.842810159736898
2989,5.358128667319847
3007,7.6524336445373295
3036,16.181346909303556
3052,3.2745611607242346
3062,13.839634054298228
3073,5.013034934116187
3074,8.97574321675047
3080,6.1311137638311
3085,1.6750520542219716
3124,4.209916326741497
3134,20.411165062562954
3135,20.859806111311496
3137,4.927906054002449
3150,4.623208676175028
3205,7.228881068206423
3219,6.646956127342482
3220,0.25469519458318357
3230,8.105933787245636
3258,2.234573025946641
3267,16.32093208853495
3289,1.3786615132962472
3294,7.351047874660515
3310,1.2234809112162497
3313,0.8845389313021517
3366,1.2837089820493526
3367,1.6809232030730783
3377,2.7437973174227963
3386,1.4987235799217375
3387,2.3306419363338917
3405,8.08515117435542
3410,7.5015916361779444
3427,19.42479107939321
3433,2.4301289023118953
3447,7.126545470217482
3454,1.2980380081000287
3456,5.112066189769236
3467,7.410700144429224
3487,1.0729654325892601
3506,6.5425179706587455
3546,16.146765060168395
3614,8.128739794412667
3657,1.0242243738490786
3658,1.0627990248534427
3660,15.724250626604592
3691,8.884115496727887
3719,1.6644365977288673
3732,1.7766536339444816
3747,5.307499292112379
3770,36.956637540082
3787,7.507342058657857
3793,3.6587878951841932
3823,2.53236205557748
3863,0.5493416772731736
3884,1.6952549550509102
3895,7.360997009141868
3901,11.923506110627175
3908,6.633483860293625
3914,3.743125016647995
3961,1.415319835864142
3966,1.6539200588012362
3969,2.265094160795707
3976,13.327419800978738
3979,1.8202602126245433
4064,2.254414901600858
4069,5.3310334143116105
4107,9.260062492769562
4141,2.0094836973498316
4158,1.5030985110360764
4161,6.6959205403350195
4167,5.403849844672009
4172,4.623775025866885
4178,13.094351115799999
4189,20.182567945307913
4190,11.347260389332865
4202,1.8667510379103487
4205,5.982727621897277
4213,8.497289710096705
4268,5.413746878548824
4294,5.215522259877357
4295,3.5797081047803534
4352,19.42988482300956
4355,2.313448421720987
4370,5.657465365588831
4376,0.954798632914343
4383,7.497257939530745
4394,7.157125283369671
4400,5.532499247281627
4405,6.792658462271758
4438,0.8511553862060423
4445,0.39857169449912927
4448,6.313003981001013
4477,9.904495459889946
4488,1.6077155064703372
4529,6.027103491523704
4533,4.118008043334531
4563,7.306080708754912
4564,5.638530763014688
4573,6.499308789016749
4578,8.141844825898435
4671,6.400253233364808
4672,2.015001296223038
4702,1.3200002705781728
4735,9.259186022086709
4744,1.7667337893069475
4754,7.634557161886347
4756,1.398299015449259
4758,3.1892220345927575
4780,36.35898376450617
4785,7.996612367927918
4814,1.7382044987205554
4816,1.4565635595404087
4825,1.695513131825155
4847,6.286899542874972
4855,7.661864153400947
4858,14.650291484765459
4918,18.18571926119213
4953,7.2810577383815245
4969,1.0862696228237967
4989,6.769346099472282
5011,8.571756215848184
5027,6.846108219960996
5029,6.760662841679389
5033,2.734070685722586
5036,9.85693462047178
5061,2.1893344087185045
5062,4.059236534460672
5119,1.8008811439796863
5168,1.131878487239533
5173,2.381597201240581
5202,11.856807533862519
5205,6.569303240205917
5228,7.7065170961832035
5238,5.135698050622732
5243,6.991119790182918
5259,6.981525616091836
5270,2.9381859677008624
5297,4.55072666277167
5331,1.1418126053470088
5343,3.272691698143924
5352,9.220796885084514
5353,0.9399119368902081
5373,14.68970485317515
5424,4.417344290452218
5438,0.5316802024576022
5451,7.1990989823160785
5465,1.5848444449418349
5472,16.52470074512585
5489,30.603178819954522
5494,6.488874724794056
5541,8.762829483994931
5544,6.427515479867221
5546,8.97208596149432
5582,2.4447884234780966
5584,6.86282344735283
5587,6.541560049240542
5618,11.203140217905215
5629,2.242806981683329
5651,14.194349568772731
5655,6.456662401230952
5660,5.293299282571152
5685,4.641654825984947
5696,3.7843934361996263
5717,4.248343004337766
5778,23.807017764480335
5799,0.5284014964775784
5804,1.8595178084237427
5805,21.098651362336074
5820,1.0977232967951303
5846,5.454126431984246
5873,11.264217774277887
5874,1.1787855985374518
5880,6.559515527927834
5926,2.543076640077446
5946,6.025571411214698
5965,2.4555644435758497
5976,0.9887817950979004
6009,5.777762921157714
6017,4.764036966326218
6043,0.4260042502614326
6058,21.56990810679015
6063,1.7369808619211966
6097,1.423390951018437
