household_id,global_mae,cluster_mae,cluster_id,improvement
22,9.28203054430185,9.26533563267859,2,0.016694911623259756
42,19.23024900125806,19.15271585258109,0,0.07753314867697014
56,5.584294987933883,5.61586868564418,2,-0.03157369771029739
58,7.220417905130022,7.225474112568006,2,-0.005056207437983851
64,0.5638295589848294,0.5464527661188052,2,0.017376792866024227
88,10.786973934569646,10.787275164265452,0,-0.0003012296958058158
95,6.424578438909978,6.504043394411847,2,-0.07946495550186938
163,4.499027615052103,4.409430199690855,2,0.08959741536124799
198,10.79521123954898,10.779084444806875,2,0.016126794742104877
202,1.6595946355204765,1.6913171688350823,2,-0.03172253331460584
209,1.7718623122908377,1.79907367379027,2,-0.027211361499432263
218,5.127837256554275,5.1709600552655,2,-0.0431227987112246
223,7.9038668865975135,7.921120895385741,0,-0.01725400878822736
228,2.0836941365413977,2.090868287477337,2,-0.007174150935939316
245,1.6713410021698538,1.653000593982759,2,0.018340408187094814
246,1.3900397009778465,1.3565190076991431,2,0.03352069327870333
322,0.9819405659495808,0.9841805413772499,2,-0.002239975427669072
325,1.4224433190705346,1.4164277249320607,2,0.0060155941384738565
342,1.1405352594188,1.1483413091253063,2,-0.007806049706506224
344,2.6811057490260226,2.669547655366158,2,0.01155809365986471
352,3.096915122423016,3.122306444970636,2,-0.02539132254762011
358,1.1705187968790858,1.1749197403199034,2,-0.004400943440817651
362,10.719850296834977,10.791979191661731,0,-0.07212889482675422
451,1.2553157999841245,1.2667625334067423,2,-0.011446733422617816
471,0.7290171729723612,0.731635280145322,2,-0.0026181071729607375
474,2.1350106763579153,2.151527593706475,2,-0.016516917348559534
500,6.901424822114205,6.930283304308282,0,-0.028858482194077162
518,3.5351107245585958,3.4995018415294705,2,0.03560888302912524
519,3.4472230104957124,3.456276404187979,2,-0.009053393692266543
545,3.4359753044211803,3.478200783213631,2,-0.042225478792450755
559,1.160064512974252,1.1564757004772706,2,0.0035888124969813973
602,0.5929017256778445,0.5997243126624269,2,-0.0068225869845823794
604,6.797039630848201,6.8548073064043225,2,-0.05776767555612139
611,1.7114976736287602,1.7142103195711562,2,-0.0027126459423960636
618,8.380719830830893,8.44209927976848,0,-0.06137944893758629
635,2.3414843214066297,2.349689086809836,2,-0.008204765403206249
654,7.059276133073484,7.23204907849838,0,-0.17277294542489585
664,4.518842426758646,4.526999965917869,2,-0.008157539159223681
675,1.7468124935170992,1.753347450339729,2,-0.006534956822629834
720,0.8184521445003364,0.81795366439663,2,0.0004984801037064557
728,1.2043819640529612,1.1980339095110453,2,0.006348054541915893
774,5.229305027008057,5.2552988621445955,2,-0.0259938351365383
804,0.640030893951562,0.6436033579330028,2,-0.003572463981440843
810,7.330600770868353,7.371086183215866,0,-0.040485412347512906
823,3.8729012271693493,3.869227057660212,2,0.0036741695091371263
827,3.227448886037524,3.2619387495947665,2,-0.03448986355724237
841,3.276035742189063,3.323752135480037,2,-0.04771639329097388
860,1.8476471819121978,1.8353272251744086,2,0.012319956737789184
871,11.681225665358248,11.697822552832099,0,-0.016596887473850686
873,2.950336293939684,2.975745838613458,2,-0.025409544673773876
885,1.0867759241614836,1.0572669025014658,2,0.029509021660017787
890,11.75539731026738,11.77008179407172,0,-0.01468448380433962
895,4.338194870078499,4.342299134066848,2,-0.004104263988349288
896,2.10675866971511,2.1185022561511055,2,-0.011743586435995379
901,0.4110010158481494,0.40594060322756326,2,0.005060412620586152
903,2.178344946553798,2.1803281535268484,2,-0.001983206973050322
965,2.6022683879039326,2.564792354729658,2,0.037476033174274725
