household_id,cluster_k5
13484,2
13498,2
13510,2
13550,2
13551,2
13593,2
13641,0
13655,2
13680,2
13686,2
13687,2
13695,2
13709,2
13731,0
13734,2
13759,2
13770,2
13786,2
13855,0
13862,2
13879,2
13911,2
13921,2
13930,2
13935,2
13938,2
13952,2
13960,2
14023,2
14054,2
14059,2
14088,2
14153,2
14168,2
14170,2
14177,2
14201,2
14202,2
14212,2
14215,2
14237,1
14279,0
14282,2
14301,2
14323,2
14324,2
14341,2
14351,0
14352,2
14383,2
14384,2
14408,2
14437,2
14440,2
14445,2
14449,2
14457,2
14471,2
14474,0
14479,2
14482,2
14492,2
14498,2
14611,2
14618,1
14645,2
14665,2
14706,0
14708,2
14719,2
14734,2
14740,2
14743,2
14748,2
14751,2
14796,2
14798,2
14853,2
14880,2
14915,2
14917,2
14940,2
14948,2
14951,2
14955,2
14969,2
14970,2
14996,2
15001,2
15015,2
15027,2
15052,2
15071,2
15127,2
15145,4
15154,2
15159,0
15162,2
15202,2
15227,2
15233,2
15251,2
15253,2
15263,0
15299,2
15357,2
15366,2
15405,2
15409,0
15421,2
15451,2
15457,2
15459,2
15478,2
15528,2
15546,2
15551,2
15570,2
15585,2
15601,2
15625,2
15635,2
15655,2
15667,2
15725,2
15731,2
15733,2
15747,0
15749,2
15787,2
15798,2
15819,2
15867,2
15911,2
15923,2
15952,2
15957,0
15966,2
16006,2
16014,2
16017,0
16042,2
16059,2
16089,0
16119,2
16120,2
16159,2
16168,2
16170,2
16173,2
16182,1
16187,0
16212,2
16216,2
16242,2
16274,2
16301,2
16386,2
16396,2
16440,2
16467,2
16470,2
16476,2
16528,2
16535,0
16569,2
16570,0
16630,2
16679,2
16690,2
16708,2
16716,2
16764,2
16775,2
16791,2
16798,2
16817,2
16851,2
16879,2
16917,2
16918,2
16921,2
16957,2
16959,2
16987,2
17008,2
17014,2
17024,2
17035,2
17058,0
17066,0
17072,0
17074,2
17100,0
17129,2
17137,0
17162,2
17174,2
17221,2
17262,2
17295,2
17299,2
17306,2
17377,2
17384,0
17386,2
17416,2
17430,2
17446,2
17465,2
17474,2
17505,2
17514,2
17570,2
17572,4
17577,2
17601,2
17610,2
17616,2
17678,2
17698,0
17702,2
17706,2
17751,2
17770,0
17807,2
17818,2
17844,2
17854,2
17870,2
17906,2
17916,0
17918,0
17919,2
17953,1
17964,2
17965,2
17975,2
17977,2
17978,2
18048,2
18053,2
18062,2
18099,0
18111,0
18159,2
18203,2
18215,2
18218,1
18220,2
18279,2
18330,2
18353,2
18384,2
18399,2
18408,2
18433,2
18450,2
18468,2
18499,2
18506,0
18514,2
18551,2
18560,2
18562,2
18616,2
18673,2
18732,2
18737,2
18752,2
18762,0
18777,2
18778,0
18785,2
18790,0
18800,2
18804,2
18808,2
18809,2
18810,2
18820,2
18921,2
18922,2
18937,2
18942,2
18988,2
19007,2
19020,2
19052,2
19062,2
19078,2
19082,4
19094,2
19114,2
19175,2
19178,2
19192,2
19198,1
19202,2
19203,2
19216,2
19217,2
19223,2
19243,2
19258,2
19270,2
19275,1
19298,2
19302,2
19308,2
19331,2
19337,2
19338,2
19350,2
19359,2
19362,1
19399,2
19416,2
19417,2
19437,2
19447,2
19508,2
19528,2
19540,2
19573,2
19587,2
19593,2
19596,2
19604,2
19650,2
19651,2
19673,2
19726,2
19727,2
19743,2
19746,2
19786,2
19829,2
19895,2
19908,2
19913,2
19917,2
19947,2
19964,2
19978,2
19980,0
20055,2
20059,2
20064,2
20071,2
20072,4
20077,2
20101,2
20105,2
20114,0
20135,2
20156,2
20176,2
20189,2
20220,2
20224,2
20241,2
20252,2
20280,0
20281,2
20351,2
20389,2
20394,2
20398,2
20399,2
20403,2
20453,0
20469,0
20498,2
20534,2
20543,2
20559,2
20565,2
20573,0
20592,0
20601,2
20631,0
20648,2
20682,0
20718,0
20746,0
20754,0
20781,0
20801,2
20824,2
20891,2
20900,2
20907,2
20910,2
20946,2
20960,0
20962,2
21041,2
21049,2
21086,2
21113,2
21125,2
21143,1
21162,2
21175,0
21201,0
21253,2
21279,2
21298,2
21316,2
21331,2
21337,2
21359,2
21383,2
21389,2
21392,2
21393,2
21394,2
21395,2
21398,2
21405,0
21423,2
21439,2
21534,2
21571,2
21628,2
21634,0
21640,2
21643,2
21655,3
21657,2
21665,2
21704,2
21712,4
21717,2
21740,0
21775,2
21794,2
21804,2
21812,2
21817,2
21829,0
21848,2
21850,2
21854,2
21862,2
21868,2
21871,2
21888,2
21889,0
21917,0
21930,2
21940,2
21948,2
21999,2
22005,2
22023,2
22051,2
22060,2
22062,2
22100,2
22111,2
22115,2
22161,2
22167,2
22168,2
22172,2
22176,2
22181,2
22214,2
22220,2
22226,2
22254,0
22269,2
22278,2
22286,2
22298,2
22338,2
22345,2
22355,2
22373,2
22389,2
22390,2
22417,0
22439,2
22443,2
22460,2
22485,2
22504,2
22508,2
22512,0
22527,2
22537,2
22552,2
22561,2
22596,0
22623,2
22637,2
22670,0
22679,2
22696,2
22728,2
22756,2
22819,2
22856,2
22866,2
22874,4
22877,4
22878,2
22880,2
22899,2
22920,2
22937,2
22945,1
22957,2
23000,2
23010,0
23014,2
23139,2
23167,2
23181,2
23194,2
23266,0
23270,2
23295,2
23298,2
23309,2
23317,2
23332,2
23363,2
23385,2
23407,0
23451,2
23453,2
23455,2
23464,2
23465,2
23483,2
23496,0
23499,0
23517,2
23539,0
23550,2
23568,0
23599,2
23600,2
23604,2
23638,2
23646,2
23664,2
23685,2
23688,2
23706,2
23708,2
23709,2
23711,2
23743,4
23770,2
23820,2
23836,2
23850,2
23872,2
23951,2
23959,0
23966,2
23975,2
23989,2
23997,2
24004,2
24030,2
24033,2
24036,2
24052,2
24057,2
24059,2
24076,2
24097,2
24125,0
24136,0
24139,2
24152,2
24161,2
24169,2
24182,2
24202,2
24270,2
24276,0
24338,2
24345,2
24354,2
24358,2
24379,2
24386,2
24403,2
24406,2
24429,2
24431,0
24469,2
24486,0
24501,0
24513,2
24519,2
24536,2
24546,2
24547,2
24562,4
24607,4
24615,2
24618,2
24666,2
24667,2
24698,2
24706,2
24707,2
24738,2
24773,2
24779,2
24780,0
24791,2
24833,2
24835,0
24850,2
24866,4
24889,2
24890,2
24912,2
24940,2
24941,2
24942,2
24943,2
24953,2
24978,2
24990,2
24999,2
25003,2
25037,2
25057,2
25111,2
25112,2
25140,2
25181,0
25221,2
25291,2
25311,2
25324,0
25356,2
25372,0
25424,2
25449,2
25476,2
25526,0
25530,2
25543,2
25555,0
25570,2
25598,2
25609,4
25616,2
25641,2
25662,2
25685,4
25694,2
25707,2
25708,2
25712,0
25753,2
25756,2
25762,2
25780,2
25787,2
25819,2
25823,2
25827,2
25841,2
25865,2
25866,2
25872,2
25883,2
25894,2
25902,2
25912,2
25936,2
25959,2
25993,1
26000,2
26017,2
26056,2
26080,2
26109,2
26146,2
26149,2
26168,2
26187,0
26193,2
26224,2
26248,2
26260,4
26266,2
26280,2
26289,2
26290,2
26293,2
26307,2
26324,2
26416,2
26427,2
26436,2
26458,2
26462,0
26479,2
26482,2
26483,2
26498,2
26503,2
26504,2
26534,2
26554,0
26605,2
26623,2
26635,2
26642,2
26685,2
26686,0
26713,2
26748,2
26770,0
26793,2
26816,2
26824,2
26887,2
26892,2
26905,2
26912,2
26943,2
26979,2
26986,2
26990,0
27002,2
27003,2
27039,2
27057,2
27059,2
27078,2
27079,4
27103,2
27146,0
27156,2
27159,2
27175,0
27187,2
27206,0
27215,2
27223,0
27230,2
27237,2
27240,2
27254,2
27276,0
27327,2
27363,2
27370,2
27383,2
27408,0
27416,2
27418,2
27431,2
27450,2
27454,2
27474,2
27513,0
27517,2
27526,2
27531,2
27533,0
27539,2
27546,2
27573,0
27584,2
27599,2
27638,2
27657,2
27660,0
27708,2
27793,0
27797,2
27847,2
27881,0
27901,2
27903,2
27918,2
27924,0
27929,2
27936,2
27942,2
27959,2
27971,2
27989,2
28009,2
28022,2
28023,2
28034,2
28054,2
28057,2
28114,2
28128,2
28136,2
28151,2
28178,2
28183,2
28195,2
28196,2
28217,2
28218,2
28220,2
28229,2
28231,2
28240,2
28256,2
28264,2
28281,2
28295,2
28300,2
28301,0
28341,2
28357,2
28366,2
28376,2
28400,2
28401,2
28406,2
28412,0
28413,2
28424,2
28428,2
28459,2
28469,0
28471,2
28473,2
28478,2
28496,2
28511,2
28515,0
28523,0
28538,2
28549,2
28560,0
28577,2
28597,0
28600,2
28616,2
28624,2
28631,2
28636,0
28729,2
28735,2
28736,2
28762,2
28763,2
28767,2
28780,2
28806,2
28837,2
28840,0
28849,2
28851,2
28881,2
28884,0
28902,0
28905,2
28912,2
28944,2
28959,2
28998,2
29038,2
29074,2
29078,2
29088,2
29107,2
29177,2
29185,2
29240,2
29244,2
29260,2
29270,2
29271,2
29272,2
29284,2
29304,2
29398,2
29412,2
29441,2
29442,2
29457,2
29462,2
29493,2
29531,0
29539,2
29547,2
29592,2
29594,2
29619,2
29620,2
29627,0
29665,0
29671,2
29673,2
29674,2
29701,2
29736,2
29753,3
29772,2
29777,2
29783,2
29798,2
29808,2
29829,2
29832,2
29839,2
29861,2
29869,2
29910,2
29935,2
29960,2
29988,2
29990,2
29993,2
29997,0
30006,2
30035,0
30047,0
30053,2
30088,2
30105,0
30106,2
30115,2
30123,2
30175,2
30186,2
30218,2
30267,0
30274,2
30287,2
30288,2
30294,2
30304,2
30339,2
30341,2
30349,2
30366,2
30385,2
30390,1
30397,2
30400,2
30411,0
30423,2
30432,2
30435,2
30459,0
30487,2
30489,2
30507,0
30556,0
30579,2
30593,2
30615,2
30616,0
30649,2
30674,4
30743,0
30784,2
30795,2
30867,2
30889,4
30909,2
30952,2
30969,2
30986,2
31001,2
31009,2
31033,2
31042,2
31051,2
31064,4
31066,2
31068,2
31142,2
31162,2
31164,2
31171,0
31203,2
31231,2
31233,2
31266,0
31301,2
31313,2
31349,2
31386,2
31406,2
31423,2
31427,2
31434,2
31481,2
31524,0
31526,2
31528,2
31541,0
31543,2
31546,2
31549,2
31588,2
31611,2
31632,2
31641,2
31708,1
31749,2
31765,2
31802,2
31826,2
31827,2
31844,2
31864,2
31888,2
31906,0
31918,2
31921,2
31926,2
31945,2
31967,2
31968,0
31976,2
31978,2
32013,1
32018,4
32039,2
32052,2
32054,2
32055,2
32066,2
32073,2
32100,2
32120,0
32127,2
32131,2
32136,2
32139,2
32153,2
32156,2
32166,2
32167,2
32174,2
32191,0
32215,2
32228,0
32234,2
32244,2
32247,2
32263,0
32266,4
32281,2
32289,2
32341,2
32354,2
32388,0
32390,2
32406,0
32408,2
32437,2
32453,2
32454,2
32467,2
32469,2
32477,2
32509,2
32554,2
32555,2
32567,0
32579,2
32581,2
32598,2
32613,2
32619,2
32646,2
32655,2
32665,2
32673,2
32677,2
32711,2
32713,2
32720,2
32738,2
32741,2
32753,2
32765,2
32771,2
32777,2
32779,2
32833,2
32835,2
32881,2
32893,2
32896,2
32904,2
32907,2
32919,2
32968,0
32976,2
33055,0
33084,0
33089,2
33090,2
33095,2
33105,2
33119,2
33134,2
33135,2
33149,2
33152,2
33176,2
33206,1
33213,2
33224,2
33273,2
33287,2
33347,0
33415,2
33462,2
33528,2
33540,2
33547,2
33554,2
33569,2
33592,0
33595,2
33634,2
33649,2
33666,2
33702,2
33715,2
33728,2
33752,2
33753,0
33774,2
33813,2
33863,2
33900,2
33912,2
33916,2
33960,2
33966,2
34031,2
34071,0
34142,2
34171,2
34184,2
34209,2
34232,2
34252,2
34297,2
34298,2
34311,2
34316,2
34324,2
34333,2
34359,2
34365,0
34380,0
34401,2
34413,2
34473,0
34476,2
34484,2
34497,2
34498,2
34506,2
34530,2
34531,2
34549,2
34560,2
34575,2
34593,2
34607,2
34612,0
34638,2
34651,2
34663,2
34668,2
34669,2
34729,2
34730,2
34756,2
34795,2
34826,2
34834,2
34837,2
34856,2
34886,0
34916,2
34927,2
34930,2
34933,0
34935,2
34936,2
34961,0
34968,2
35004,2
35039,0
35046,2
35047,2
35168,2
35181,2
35199,2
35210,2
35213,2
35217,2
35230,2
35239,1
35275,2
35298,2
35384,0
35394,2
35447,2
35458,2
35466,2
35475,2
35494,2
35504,2
35556,2
35564,2
35578,2
35590,0
35616,2
35617,2
35620,2
35632,2
35641,0
35664,2
35699,2
35738,0
35753,2
35766,2
35800,2
35852,2
35869,2
35874,2
35876,2
35919,2
35945,2
35970,4
35972,2
35973,2
35988,2
35998,2
36040,2
36064,2
36072,2
36110,2
36115,2
36121,2
36122,2
36123,2
36133,2
36159,2
36179,0
36196,2
36211,2
36215,2
36234,2
36252,2
36257,2
36262,0
36265,4
36328,2
36386,2
36423,2
36433,2
36443,2
36463,0
36481,2
36503,2
36508,1
36563,2
36565,2
36573,0
36576,2
36630,2
36632,2
36633,2
36649,2
36686,2
36724,2
36741,2
36782,2
36806,2
36816,2
36818,2
36845,2
36860,2
36863,2
36877,2
36882,2
36886,2
36892,2
36923,0
36946,2
36949,2
36955,2
36969,2
36971,2
36977,2
36997,2
37004,2
37063,2
37064,2
37065,2
37074,2
37076,2
37082,2
37083,0
37091,2
37093,0
37095,2
37102,2
37140,2
37145,0
37146,2
37170,2
37181,2
37191,0
37199,2
37254,2
37267,2
37271,2
37288,2
37290,0
37303,2
37326,2
37349,0
37350,2
37373,2
37421,2
37433,2
37447,2
37502,2
37512,2
37545,2
37546,2
37547,2
37584,2
37586,0
37630,2
37637,2
37658,2
37664,2
37666,2
37685,2
37697,2
37699,2
37702,1
37704,0
37753,2
37756,2
37777,4
37813,2
37819,2
37820,2
37836,2
37841,2
37905,2
37924,2
37956,2
37973,2
37988,2
38003,0
38019,2
38031,2
38033,2
38036,2
38064,2
38081,2
38143,2
38234,0
38237,2
38283,2
38288,0
38321,2
38331,2
38359,2
38407,2
38448,2
38461,2
38484,2
38523,2
38544,4
38593,4
38611,2
38626,2
38668,2
38670,2
38679,2
38683,2
38698,0
38702,2
38718,2
38719,2
38759,2
38765,2
38769,2
38792,0
38795,2
38806,2
38838,2
38860,2
38865,2
38897,2
38908,2
38949,2
39031,2
39044,2
39084,2
39085,2
39108,2
39113,2
39166,2
39175,2
39199,2
39205,2
39245,2
39270,2
39281,2
39293,2
39294,2
39308,2
39316,0
39333,2
39358,2
39381,2
39415,2
39416,2
39429,0
39438,2
39444,2
39454,2
39484,2
39508,2
39530,2
39545,2
39557,2
39611,2
39673,2
39708,2
39730,0
39738,2
39742,2
39753,2
39771,2
39786,2
39788,2
39823,2
39881,2
39904,0
39926,2
39936,2
39967,0
39973,2
39974,2
39978,2
39994,2
40066,0
40071,2
40096,2
40114,2
40130,2
40131,2
40138,2
40147,2
40164,2
40187,2
40196,2
40207,2
40228,2
40229,2
40236,2
40239,2
40298,2
40313,2
40319,0
40321,2
40324,2
40344,2
40346,2
40352,2
40369,2
40384,2
40399,2
40415,2
40445,2
40450,2
40462,4
40481,0
40486,2
40517,2
40529,2
40536,2
40547,2
40551,2
40559,2
40572,2
40615,2
40684,2
40688,2
40746,0
40751,2
40792,2
40796,2
40810,2
40812,2
40838,2
40841,2
40863,2
40877,2
40898,2
40906,2
40954,2
40980,0
40987,2
40988,2
41004,4
41011,2
41031,2
41039,2
41073,1
41101,2
41103,2
41136,2
41147,0
41167,2
41181,2
41183,2
41206,0
41230,2
41231,2
41238,2
41253,0
41269,2
41288,2
41294,2
41302,4
41321,2
41337,2
41352,2
41388,2
41392,2
41395,2
41405,2
41449,2
41463,2
41482,2
41486,2
41508,2
41566,2
41640,2
41670,0
41676,2
41702,2
41720,2
41768,2
41838,2
41877,2
41901,2
41925,0
41926,2
41943,1
41962,2
41987,2
41991,2
41998,2
42023,2
42027,2
42046,0
42054,2
42055,2
42086,2
42109,2
42118,0
42141,0
42155,2
42165,2
42185,2
42191,2
42194,2
42207,0
42297,2
42308,2
42348,2
42362,2
42365,2
42377,2
42398,2
42422,2
42442,0
42455,2
42475,2
42491,2
42503,4
42552,2
42562,2
42570,2
42571,2
42580,2
42590,1
42601,2
42615,2
42626,2
42635,2
42647,2
42672,0
42678,4
42683,2
42736,2
42758,2
42792,2
42796,2
42823,2
42826,2
42828,2
42853,2
42859,0
42861,2
42884,2
42889,2
42890,2
42908,2
42919,2
42922,2
42926,2
42939,2
42951,2
42958,2
42970,2
43016,2
43065,1
43076,2
43081,2
43089,2
43117,2
43128,2
43145,4
43212,1
43223,0
43233,2
43249,2
43328,2
43333,2
43380,2
43431,2
43508,2
43527,2
43554,2
43564,2
43601,2
43650,0
43658,2
43712,2
43713,3
43716,4
43720,2
43771,3
43777,0
43786,1
43811,0
43824,2
43825,0
43827,2
43842,2
43872,0
43904,2
43913,2
43947,0
43981,0
43993,2
44002,2
44007,0
44017,2
44019,2
44021,0
44031,2
44057,2
44097,2
44101,2
44104,2
44169,2
44180,2
44190,2
44199,2
44206,2
44226,2
44260,2
44277,2
44336,2
44395,2
44396,2
44401,2
44421,2
44452,2
44491,2
44507,2
44532,2
44553,4
44555,0
44565,2
44571,2
44593,2
44625,4
44641,2
44646,2
44727,0
44744,2
44751,2
44784,0
44822,2
44831,1
44832,2
44878,2
44909,2
44965,2
44969,2
44970,2
44982,4
44996,2
45017,0
45033,2
45035,0
45043,2
45063,2
45066,0
45067,2
45068,2
45105,2
45114,4
45162,2
45163,0
45190,2
45224,2
45234,2
45244,2
45271,2
45273,2
45276,2
45295,2
45312,2
45368,2
45418,2
45452,2
45511,2
45533,2
45611,2
45616,2
45679,2
45684,2
45699,2
45704,2
45738,0
45742,2
45785,2
45823,2
45868,2
45889,0
45932,2
45934,2
45948,0
45952,2
45969,2
45974,2
45998,2
46002,2
46025,2
46033,2
46069,0
46072,2
46078,2
46079,0
46111,2
46159,2
46174,4
46177,2
46186,1
46203,2
46205,2
46249,2
46254,2
46281,2
46300,2
46310,2
46311,2
46377,2
46407,2
46410,2
46414,2
46422,0
46438,2
46474,2
46500,2
46503,2
46561,2
46607,2
46612,2
46663,2
46739,2
46757,2
46758,2
46760,2
46773,2
46787,2
46833,2
46850,2
46858,2
46867,2
46891,2
46918,2
46936,2
46971,2
46974,0
46978,2
46983,2
46993,2
47056,2
47067,2
47085,0
47155,2
47166,2
47182,2
47221,2
47236,2
47251,2
47325,2
47327,2
47352,2
47370,2
47394,2
47429,2
47445,2
47458,2
47462,2
47473,2
47486,2
47505,0
47552,2
47584,2
47594,2
47604,2
47618,2
47622,0
47626,2
47637,2
47648,2
47662,2
47677,2
47702,2
47703,2
47706,2
47707,0
47742,2
47743,2
47747,2
47764,2
47779,2
47780,2
47793,4
47802,2
47816,0
47817,2
47838,2
47844,2
47862,2
47921,2
47945,2
47949,2
47957,2
47959,2
47960,0
47962,0
47983,2
48004,2
48025,2
48026,0
48033,2
48055,2
48060,0
48123,2
48140,2
48148,2
48214,2
48226,2
48249,2
48271,2
48272,0
48277,2
48290,2
48300,2
48328,2
48339,2
48408,2
48413,2
48425,2
48436,2
48463,2
48483,0
48492,2
48501,2
48514,2
48537,2
48552,2
48565,2
48568,2
48571,2
48573,2
48575,2
48584,2
48608,0
48619,2
48654,2
48686,2
48688,0
48690,2
48714,2
48773,2
48784,2
48806,2
48808,0
48825,2
48847,2
48859,2
48860,2
48864,2
48878,2
48887,0
48911,2
48914,2
48918,0
48929,2
48932,2
48948,2
48957,2
48961,2
48973,0
48980,2
48991,2
49005,2
49006,2
49044,0
49051,2
49075,0
49079,2
49082,2
49085,0
49123,2
49131,1
49132,2
49174,2
49210,2
49226,2
49255,2
49271,2
49274,0
49278,2
49300,2
49301,2
49324,2
49339,0
49346,2
49358,0
49397,2
49398,4
49400,2
49408,0
49410,0
49426,2
49427,2
49429,2
49461,2
49462,2
49487,2
49502,2
49512,2
49527,4
49532,2
49550,2
49559,2
49573,2
49578,2
49580,2
49611,2
49649,2
49662,0
49665,2
49669,2
49681,2
49682,2
49694,2
49704,2
49713,2
49790,2
49833,2
49894,2
49915,2
49924,2
49929,2
49931,2
