ID,cluster
45063,2
45066,2
45067,0
45068,0
45105,0
45114,0
45162,0
45163,2
45190,0
45224,0
45234,2
45244,0
45271,0
45273,0
45276,0
45295,0
45312,0
45368,0
45418,0
45452,0
45511,2
45533,0
45611,0
45616,0
45679,0
45684,0
45699,0
45704,0
45738,2
45742,0
45785,0
45823,0
45868,0
45889,2
45932,0
45934,0
45948,2
45952,2
45969,0
45974,2
45998,0
46002,0
46025,0
46033,0
46069,2
46072,0
46078,0
46079,2
46111,0
46159,2
46174,0
46177,2
46186,0
46203,0
46205,0
46249,0
46254,0
46281,0
46300,0
46310,0
46311,0
46377,0
46407,0
46410,0
46414,0
46422,1
46438,0
46474,0
46500,0
46503,0
46561,0
46607,0
46612,0
46663,0
46739,0
46757,0
46758,2
46760,0
46773,0
46787,0
46833,0
46850,0
46858,0
46867,0
46891,0
46918,2
46936,0
46971,0
46974,2
46978,0
46983,0
46993,0
47056,0
47067,2
47085,2
47155,0
47166,0
47182,2
47221,0
47236,0
47251,2
47325,0
47327,0
47352,0
47370,2
47394,0
47429,0
47445,0
47458,0
47462,0
47473,0
47486,0
47505,1
47552,0
47584,0
47594,0
47604,0
47618,0
47622,2
47626,0
47637,0
47648,0
47662,0
47677,0
47702,0
47703,0
47706,2
47707,1
47742,0
47743,0
47747,0
47764,0
47779,0
47780,0
47793,0
47802,2
47816,2
47817,0
47838,0
47844,0
47862,0
47921,0
47945,0
47949,0
47957,0
47959,0
47960,0
47962,2
47983,0
48004,0
48025,0
48026,2
48033,0
48055,0
48060,2
48123,0
48140,0
48148,0
48214,0
48226,0
48249,0
48271,0
48272,1
48277,0
48290,0
48300,0
48328,0
48339,0
48408,0
48413,0
48425,0
48436,2
48463,0
48483,2
48492,0
48501,0
48514,0
48537,0
48552,0
48565,0
48568,0
48571,0
48573,0
48575,0
48584,0
48608,2
48619,0
48654,0
48686,0
48688,2
48690,0
48714,0
48773,0
48784,0
48806,0
48808,2
48825,0
48847,0
48859,0
48860,0
48864,0
48878,2
48887,2
48911,0
48914,0
48918,2
48929,0
48932,2
48948,0
48957,0
48961,0
48973,2
48980,2
48991,0
49005,0
49006,0
49044,2
49051,0
49075,2
49079,0
49082,0
49085,2
49123,0
49131,0
49132,0
49174,0
49210,2
49226,0
49255,0
49271,0
49274,2
49278,0
49300,0
49301,0
49324,0
49339,2
49346,2
49358,2
49397,0
49398,0
49400,0
49408,2
49410,2
49426,0
49427,0
49429,0
49461,0
49462,0
49487,2
49502,0
49512,0
49527,1
49532,2
49550,0
49559,0
49573,0
49578,0
49580,0
49611,0
49649,0
49662,2
49665,0
49669,0
49681,0
49682,0
49694,2
49704,0
